Sim	LOG10_N_NOW	LOG10_MUTATION_RATE	N_NOW	MUTATION_RATE	H_1	S_1	prS_1	D_1	FS_1	Pi_1
5600	2.19818	-6.0487	157	8.93917e-07	0.931579	32	32	0.0877969	0.379042	9.22105
5601	3.95385	-7.11592	8991	7.65743e-08	0.984211	77	77	-1.34917	-3.44576	14.5316
5602	2.8878	-6.47082	772	3.38208e-07	0.926316	33	33	-0.0743388	-0.434733	9.12632
5603	5.78327	-7.90604	607107	1.24153e-08	1	740	740	-0.485063	-0.534671	184.411
5604	3.32994	-7.71504	2137	1.92736e-08	0.415789	2	2	-0.527781	-0.464374	0.436842
5605	4.83656	-8.24935	68636	5.6318e-09	0.947368	57	57	-0.83553	-0.91459	12.7474
5606	5.03631	-6.82031	108721	1.51248e-07	0.984211	2483	2483	0.355194	6.35976	759.153
5607	3.56465	-8.85304	3669	1.40268e-09	0.442105	1	1	1.02588	1.16902	0.442105
5608	2.20302	-8.57256	159	2.67569e-09	0	0	0	0	0	0
5609	3.54947	-8.56291	3543	2.73581e-09	0.468421	2	2	-0.286989	-0.233217	0.494737
5610	2.02942	-8.90736	107	1.23778e-09	0	0	0	0	0	0
5611	4.8584	-8.66328	72176	2.17131e-09	0.636842	19	19	-0.00575814	1.89612	5.34737
5612	4.18618	-8.36581	15352	4.30717e-09	0.810526	12	12	0.0521549	1.32816	3.43158
5613	4.31349	-8.59442	20581	2.54439e-09	0.626316	6	6	-0.61818	-0.324689	1.36316
5614	5.79102	-6.56474	618040	2.72432e-07	1	14743	14743	2.59848	3.55387	6728.25
5615	5.12445	-7.42699	133183	3.74123e-08	1	675	675	0.586065	-0.293816	216.911
5616	2.28731	-8.19706	193	6.35249e-09	0	0	0	0	0	0
5617	2.98137	-7.26885	958	5.3846e-08	0.605263	8	8	-1.56891	0.431776	1.20526
5618	2.24424	-8.94732	175	1.12896e-09	0	0	0	0	0	0
5619	5.569	-7.2145	370681	6.10245e-08	1	1891	1891	0.684986	1.03776	620.089
5620	4.59384	-6.85118	39250	1.4087e-07	1	685	685	-0.273337	-0.567804	180.468
5621	4.38738	-6.24204	24399	5.72741e-07	0.994737	1130	1130	0.364691	2.23877	346.237
5622	3.71498	-8.62013	5187	2.39812e-09	0.268421	2	2	-0.111868	1.5237	0.536842
5623	4.67832	-6.61578	47678	2.42227e-07	1	1440	1440	-0.473048	0.386687	360.084
5624	5.67223	-8.94541	470143	1.13395e-09	0.931579	73	73	-0.268537	1.25443	19.2211
5625	2.74896	-7.63043	560	2.3419e-08	0.521053	1	1	1.53133	1.46699	0.521053
5626	3.81351	-7.08979	6508	8.13218e-08	0.963158	36	36	-1.40772	-4.9017	6.54211
5627	3.46224	-7.42438	2898	3.76376e-08	0.715789	18	18	-0.152183	2.58642	4.86842
5628	5.64775	-8.33755	444376	4.59669e-09	1	226	226	-0.290082	-2.84666	59.2579
5629	3.53074	-7.0653	3394	8.60397e-08	0.921053	35	35	0.587925	1.08287	11.3316
5630	5.12801	-6.21523	134279	6.09215e-07	1	7912	7912	0.798882	2.60358	2654.67
5631	3.88961	-6.78805	7755	1.62911e-07	0.973684	81	81	-0.784997	-1.41546	18.4474
5632	5.11944	-6.0214	131655	9.51914e-07	1	13892	13892	2.04559	3.40751	5824.09
5633	4.61349	-6.48072	41066	3.30581e-07	1	1443	1443	-0.947557	0.214837	314.789
5634	3.19127	-8.20639	1553	6.21749e-09	0	0	0	0	0	0
5635	3.51763	-8.23196	3293	5.8619e-09	0.489474	6	6	-1.60994	-0.414519	0.836842
5636	2.89768	-7.89249	790	1.28089e-08	0.763158	4	4	0.659187	-0.28545	1.38421
5637	5.83382	-7.34751	682062	4.49256e-08	1	5232	5232	-1.35793	1.56859	997.5
5638	4.31002	-8.76641	20418	1.71234e-09	0.436842	3	3	-1.1581	-1.6626	0.478947
5639	4.98672	-8.93598	96988	1.15882e-09	0.836842	8	8	-0.735062	-2.65533	1.76316
5640	3.19784	-7.92733	1577	1.18214e-08	0.657895	3	3	-0.16068	-0.530468	0.794737
5641	5.01004	-8.09144	102339	8.10147e-09	0.984211	77	77	-1.39174	-3.51749	14.3053
5642	2.119	-6.44143	131	3.61883e-07	0.678947	4	4	1.80785	2.91321	1.83158
5643	2.20774	-7.99647	161	1.00817e-08	0	0	0	0	0	0
5644	3.95115	-8.24257	8936	5.72049e-09	0.8	6	6	-0.201639	-1.93515	1.58421
5645	5.69472	-8.3361	495128	4.6121e-09	0.994737	358	358	0.425493	0.151549	111.2
5646	4.87897	-7.11686	75677	7.64075e-08	0.994737	603	603	-1.00116	0.440945	129.284
5647	2.86304	-7.82265	729	1.50434e-08	0.552632	5	5	0.128253	0.925609	1.46842
5648	3.96741	-8.31698	9276	4.81972e-09	0.789474	12	12	-1.07615	-2.6297	2.36842
5649	5.84345	-6.36626	697354	4.30274e-07	1	18077	18077	2.13704	3.68907	7689.55
5650	4.19648	-7.22485	15720	5.95866e-08	0.989474	147	147	-0.16688	-1.04709	39.7632
5651	2.19224	-6.30984	155	4.89956e-07	0.789474	14	14	1.14846	2.84355	5.18421
5652	4.87495	-6.51095	74981	3.08354e-07	1	3603	3603	1.27518	1.87423	1324.26
5653	4.81605	-8.54843	65470	2.82858e-09	0.936842	32	32	1.29569	0.472119	11.9895
5654	4.42794	-7.46189	26788	3.45234e-08	0.989474	145	145	-0.863003	-1.64812	32.3421
5655	3.89309	-7.26772	7817	5.39857e-08	0.952632	52	52	0.227408	-0.271254	15.4842
5656	4.93211	-8.60938	85527	2.45821e-09	0.915789	39	39	0.547405	1.43531	12.5053
5657	4.88488	-7.31789	76714	4.8096e-08	0.989474	547	547	-0.934819	1.60645	119.711
5658	2.83406	-6.46593	682	3.42035e-07	0.863158	30	30	-0.182136	2.51276	8.06316
5659	4.08622	-7.83777	12196	1.45289e-08	0.936842	38	38	-0.484427	-1.13749	9.40526
5660	4.00406	-7.72291	10093	1.89275e-08	0.931579	30	30	-0.743253	-0.609162	6.85263
5661	5.51558	-7.74029	327781	1.81847e-08	1	516	516	-0.688785	-1.2301	121.479
5662	4.86167	-6.63693	72723	2.30713e-07	1	2655	2655	1.14141	1.51758	952.011
5663	2.83181	-8.01689	678	9.61849e-09	0.268421	1	1	-0.0861022	0.380606	0.268421
5664	4.60173	-8.61368	39969	2.43399e-09	0.842105	14	14	-0.584776	0.311547	3.31579
5665	5.38728	-7.71906	243936	1.90961e-08	0.994737	250	250	-1.43962	-1.86141	46.0895
5666	3.88351	-8.29807	7647	5.03415e-09	0.789474	12	12	-0.768937	-2.19063	2.65789
5667	4.19227	-6.8339	15569	1.46589e-07	0.973684	551	551	-0.0689954	5.49248	152.747
5668	4.49812	-7.13309	31486	7.36062e-08	0.994737	276	276	-1.06542	-1.26132	57.8947
5669	4.32654	-7.59286	21209	2.55353e-08	0.936842	91	91	0.307449	2.58938	27.5737
5670	4.57737	-8.37826	37789	4.18539e-09	0.847368	13	13	-0.454418	-0.643969	3.20526
5671	5.25182	-8.69887	178576	2.00047e-09	0.931579	54	54	-0.0767386	1.22214	14.9316
5672	5.00585	-7.50605	101357	3.1185e-08	0.994737	388	388	-0.172245	0.0361892	104.853
5673	3.36961	-8.10048	2342	7.9345e-09	0.1	1	1	-1.16439	-0.879302	0.1
5674	5.64917	-7.71579	445834	1.92402e-08	0.989474	1486	1486	1.23798	5.4268	542.563
5675	2.73799	-8.50755	546	3.10777e-09	0.526316	2	2	2.03336	3.08701	1.05263
5676	4.30897	-6.50373	20368	3.13524e-07	1	981	981	-0.224878	-0.0308986	261.668
5677	2.12438	-8.63358	133	2.32496e-09	0	0	0	0	0	0
5678	2.48335	-6.55774	304	2.76858e-07	0.763158	6	6	-0.65785	-1.3894	1.34211
5679	3.39461	-6.00989	2480	9.77494e-07	0.994737	273	273	-1.28619	-1.47575	53.1842
5680	2.82061	-8.75488	661	1.75842e-09	0	0	0	0	0	0
5681	4.27555	-8.58619	18860	2.59307e-09	0.689474	11	11	-0.247481	-0.107996	2.88421
5682	5.47345	-8.20192	297475	6.28172e-09	0.984211	254	254	0.423746	1.79413	78.8842
5683	5.05788	-7.10205	114256	7.90582e-08	0.989474	981	981	0.0471431	3.66661	279.626
5684	3.51497	-8.33029	3273	4.67428e-09	0.489474	4	4	-1.25976	-1.02441	0.636842
5685	2.8732	-6.27398	746	5.32138e-07	0.910526	38	38	-0.015813	0.8731	10.6684
5686	5.72959	-8.71954	536521	1.90746e-09	0.994737	173	173	-1.07922	-2.60687	36.0684
5687	2.81166	-7.98941	648	1.02469e-08	0.336842	1	1	0.351953	0.720808	0.336842
5688	5.39382	-8.85958	247641	1.38171e-09	0.905263	41	41	-0.112202	2.90256	11.2316
5689	3.55523	-7.22016	3591	6.02338e-08	0.973684	29	29	-0.027956	-3.74477	8.11579
5690	4.66741	-7.8184	46495	1.51914e-08	0.989474	168	168	-0.872455	-1.2199	37.3842
5691	5.9162	-7.03882	824521	9.14497e-08	1	7366	7366	-0.54614	2.20259	1806.06
5692	5.69448	-6.70466	494855	1.97395e-07	1	11519	11519	-1.5433	2.3367	2052.98
5693	5.43237	-8.00118	270628	9.97287e-09	0.978947	259	259	-0.535024	1.2143	63.6211
5694	3.46245	-8.15388	2900	7.01653e-09	0.6	4	4	0.213234	0.44232	1.21053
5695	5.83025	-6.02436	676476	9.45459e-07	1	19085	19085	2.04932	3.72984	8005.89
5696	2.97425	-7.92481	942	1.18902e-08	0	0	0	0	0	0
5697	3.00299	-6.793	1006	1.61065e-07	0.910526	23	23	-0.742276	0.0877048	5.23158
5698	3.09939	-6.84159	1257	1.44017e-07	0.794737	44	44	0.675228	4.14154	14.4947
5699	5.58985	-7.7562	388912	1.75306e-08	1	1033	1033	-0.660548	-0.119992	245.258
5700	4.5981	-8.11321	39637	7.70538e-09	0.921053	69	69	0.834492	5.49252	23.4368
5701	5.64413	-8.04296	440690	9.05817e-09	0.994737	510	510	-1.48632	-0.212608	92.6368
5702	5.04487	-6.62811	110884	2.35447e-07	0.994737	2494	2494	-0.875039	3.10621	556.321
5703	2.7404	-6.22946	550	5.89581e-07	0.957895	47	47	0.203959	-0.619175	13.9211
5704	5.63388	-8.20205	430410	6.27989e-09	1	449	449	0.599307	-0.923089	144.716
5705	3.05618	-6.63631	1138	2.31043e-07	0.957895	40	40	0.219064	-0.338328	11.8947
5706	3.79389	-8.80017	6221	1.58428e-09	0.689474	3	3	0.138547	-0.276735	0.889474
5707	2.15657	-8.36018	143	4.36332e-09	0	0	0	0	0	0
5708	5.35258	-8.36853	225205	4.2803e-09	0.989474	134	134	-0.0859904	-1.25057	36.9842
5709	5.54876	-8.60191	353803	2.50086e-09	0.994737	118	118	-1.78869	-5.32885	18.8263
5710	5.96471	-8.865	921956	1.36458e-09	0.968421	121	121	0.114422	2.4696	35.0526
5711	4.94074	-6.10757	87245	7.80603e-07	1	8330	8330	1.28423	2.75229	3066.45
5712	4.29485	-6.2319	19717	5.86279e-07	1	1741	1741	0.523785	0.903324	552.042
5713	5.99057	-7.15985	978509	6.9207e-08	0.994737	4759	4759	-0.113274	4.71182	1305.21
5714	3.32907	-7.76315	2133	1.72524e-08	0.757895	8	8	-1.35652	-1.37817	1.34737
5715	2.60706	-6.22518	404	5.95421e-07	0.826316	22	22	-1.61687	-1.14089	3.58421
5716	2.55334	-8.63153	357	2.33597e-09	0	0	0	0	0	0
5717	3.31694	-6.36313	2074	4.33377e-07	0.963158	153	153	0.23843	2.34793	45.6105
5718	5.78157	-6.26268	604741	5.46158e-07	1	18047	18047	1.51074	3.58201	6917.77
5719	4.45834	-6.86896	28730	1.3522e-07	0.989474	541	541	1.54428	2.93314	208.816
5720	5.70787	-7.05719	510349	8.76608e-08	1	2881	2881	0.273023	1.41207	864.921
5721	3.783	-8.30125	6067	4.99745e-09	0.442105	1	1	1.02588	1.16902	0.442105
5722	3.16345	-6.26231	1456	5.46627e-07	0.942105	78	78	0.178614	1.88546	22.9474
5723	3.02678	-8.16174	1063	6.8906e-09	0.268421	1	1	-0.0861022	0.380606	0.268421
5724	5.13874	-8.01586	137637	9.64137e-09	0.989474	334	334	-0.964425	0.446163	72.3737
5725	4.9521	-7.0156	89557	9.64707e-08	0.994737	1156	1156	0.539613	2.34845	367.805
5726	3.54881	-7.54446	3538	2.85456e-08	0.831579	13	13	0.00928477	0.627472	3.67368
5727	3.05133	-6.82625	1125	1.49195e-07	0.894737	21	21	-1.16272	-2.47899	4.11579
5728	2.62905	-6.63537	425	2.31543e-07	0.784211	19	19	0.339887	1.28229	5.83684
5729	5.95911	-6.35321	910151	4.4339e-07	1	18207	18207	2.51059	3.75425	8201.56
5730	5.38095	-8.18202	240410	6.57626e-09	0.984211	248	248	0.601626	1.83299	80.0105
5731	3.23571	-8.40563	1720	3.9298e-09	0	0	0	0	0	0
5732	3.35607	-7.15067	2270	7.06854e-08	0.847368	21	21	0.245467	1.55369	6.3
5733	3.36859	-8.35333	2336	4.43273e-09	0	0	0	0	0	0
5734	5.10299	-8.62027	126762	2.39736e-09	0.952632	66	66	1.53662	3.37177	25.6368
5735	5.82631	-7.32382	670363	4.74436e-08	1	2569	2569	-0.0907378	1.18934	708.458
5736	3.70323	-7.32257	5049	4.75809e-08	0.915789	32	32	-0.128063	0.195279	8.72632
5737	3.57868	-8.01086	3790	9.75298e-09	0.705263	5	5	-1.04871	-2.49919	0.926316
5738	4.63119	-8.24998	42774	5.62366e-09	0.952632	31	31	-0.556473	-2.97419	7.5
5739	4.80524	-6.45262	63861	3.52682e-07	1	2856	2856	-0.0750542	1.31239	790.616
5740	5.06175	-8.37171	115279	4.24905e-09	0.963158	66	66	-1.48061	-2.08185	11.8263
5741	4.49442	-7.64998	31219	2.23881e-08	0.963158	78	78	-0.568332	0.371926	18.9263
5742	4.26818	-6.36268	18542	4.33828e-07	1	738	738	0.0935334	-0.32241	212.668
5743	4.46405	-6.17937	29110	6.61658e-07	0.994737	2698	2698	0.376978	3.84951	828.832
5744	5.13522	-6.86163	136528	1.37523e-07	0.994737	2006	2006	-0.659567	2.82104	476.495
5745	4.14723	-6.81049	14035	1.54706e-07	0.989474	201	201	-1.28368	-1.0907	39.1421
5746	2.54677	-7.53598	352	2.91087e-08	0.394737	2	2	0.938857	2.34328	0.789474
5747	5.01508	-7.89528	103533	1.27269e-08	0.984211	303	303	1.15544	2.70876	109.084
5748	2.88718	-6.34018	771	4.56894e-07	0.957895	63	63	1.05369	0.909784	22.3684
5749	5.35298	-6.11655	225414	7.64632e-07	1	12917	12917	0.551137	3.0548	4118.99
5750	3.01907	-8.97993	1044	1.04729e-09	0	0	0	0	0	0
5751	4.31244	-6.19333	20532	6.40723e-07	1	880	880	-1.92113	-1.05174	134.247
5752	4.25043	-7.41422	17800	3.85287e-08	0.984211	87	87	-0.787831	-2.18071	19.8053
5753	2.15144	-6.18841	141	6.48024e-07	0.821053	16	16	0.213043	0.604597	4.76842
5754	5.67254	-7.84882	470477	1.41639e-08	0.994737	1492	1492	0.880832	2.94201	508.921
5755	2.43429	-8.34884	271	4.47875e-09	0	0	0	0	0	0
5756	2.01762	-8.16904	104	6.7758e-09	0	0	0	0	0	0
5757	3.38182	-8.65379	2408	2.21926e-09	0	0	0	0	0	0
5758	2.54387	-6.53724	349	2.90244e-07	0.863158	15	15	0.0582097	-1.38782	4.29474
5759	3.77742	-6.08767	5989	8.17198e-07	0.994737	406	406	0.0533027	0.231905	115.9
5760	3.5786	-7.63337	3789	2.3261e-08	0.878947	12	12	-0.88065	-1.36976	2.55263
5761	3.50925	-6.55621	3230	2.77837e-07	0.978947	114	114	0.598902	0.684162	36.8053
5762	5.48724	-6.15033	307073	7.07403e-07	1	17413	17413	0.199929	3.28092	5141.98
5763	5.92247	-7.52925	836500	2.95632e-08	1	2980	2980	-0.21355	1.32165	797.211
5764	5.98614	-6.40177	968598	3.96485e-07	1	18853	18853	1.7587	3.66929	7540.64
5765	3.16741	-6.8382	1470	1.45144e-07	0.915789	17	17	-0.0511059	-1.93146	4.72632
5766	3.32749	-8.04725	2125	8.96904e-09	0.478947	2	2	1.63934	2.82839	0.957895
5767	4.96222	-7.35484	91669	4.4173e-08	1	408	408	-0.228456	-1.43888	108.711
5768	2.8201	-7.96015	660	1.09611e-08	0.584211	2	2	0.413494	0.334387	0.663158
5769	2.4182	-7.64507	261	2.26426e-08	0.542105	2	2	0.0632525	0.0664083	0.578947
5770	4.97255	-6.61472	93875	2.42815e-07	1	2748	2748	0.834624	1.49041	928.7
5771	3.98343	-6.56091	9625	2.74846e-07	0.994737	318	318	-0.663311	-0.648525	75.3737
5772	3.27257	-8.75621	1873	1.75304e-09	0	0	0	0	0	0
5773	3.4101	-8.03372	2570	9.25304e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
5774	4.46479	-6.58836	29160	2.58013e-07	0.994737	711	711	-0.306944	1.1117	185.711
5775	3.5505	-6.80537	3552	1.56542e-07	0.973684	93	93	-0.529244	-0.724036	22.8316
5776	5.56028	-6.08349	363309	8.25105e-07	1	16514	16514	1.82831	3.54693	6682.34
5777	4.67719	-7.3975	47554	4.00409e-08	0.984211	130	130	-0.160807	-0.367099	35.2158
5778	4.69927	-8.21842	50034	6.04759e-09	0.921053	63	63	1.4831	3.12238	24.2474
5779	2.78	-8.95733	602	1.10323e-09	0	0	0	0	0	0
5780	3.29428	-6.92627	1969	1.18502e-07	0.931579	20	20	-0.926276	-3.38814	4.26316
5781	5.33059	-7.60052	214084	2.50887e-08	0.994737	806	806	1.25866	1.95193	295.489
5782	4.56236	-8.05956	36505	8.71846e-09	0.942105	31	31	-0.589595	-2.0167	7.42632
5783	4.88478	-8.42587	76697	3.75081e-09	0.984211	41	41	-0.664453	-5.61178	9.63158
5784	5.83538	-8.20743	684503	6.20261e-09	1	704	704	1.0678	-0.0986317	249.068
5785	5.05152	-6.55838	112594	2.76452e-07	1	4874	4874	0.239308	1.97242	1452.18
5786	2.81889	-7.07858	659	8.34486e-08	0.6	14	14	1.23635	5.91296	5.27895
5787	4.33261	-7.01069	21508	9.75695e-08	0.978947	274	274	0.717702	2.17608	90.5421
5788	4.26189	-7.78457	18276	1.6422e-08	0.947368	43	43	-0.0275593	-1.11181	12.0368
5789	2.58119	-7.98707	381	1.03022e-08	0	0	0	0	0	0
5790	3.10029	-6.83973	1259	1.44633e-07	0.873684	39	39	0.972228	3.84216	13.6789
5791	3.181	-6.05306	1517	8.84993e-07	0.994737	264	264	0.132928	-0.607865	76.7895
5792	4.17003	-7.19817	14791	6.33623e-08	0.989474	98	98	-0.986977	-3.18199	20.9842
5793	5.55181	-6.40386	356297	3.94581e-07	1	14676	14676	1.30291	3.33462	5420.82
5794	4.70797	-7.71877	51046	1.91086e-08	0.973684	118	118	-0.324484	0.154215	30.6421
5795	5.30876	-8.95905	203593	1.09888e-09	0.952632	49	49	0.52064	-0.247168	15.6
5796	3.5511	-6.47892	3557	3.31954e-07	0.994737	152	152	-0.292006	-2.29148	39.8211
5797	4.75505	-6.21221	56892	6.13472e-07	1	4375	4375	0.954461	2.01642	1513.7
5798	4.36147	-6.43385	22986	3.68259e-07	1	1395	1395	-0.933565	0.176341	305.626
5799	2.91951	-7.03489	830	9.22815e-08	0.821053	6	6	0.740537	0.804142	2.08421
5800	4.06316	-6.15785	11565	6.95259e-07	0.994737	797	797	0.573913	1.68899	255.447
5801	2.70719	-8.16434	509	6.84957e-09	0	0	0	0	0	0
5802	4.11523	-6.99739	13038	1.00602e-07	0.984211	158	158	-0.47745	-1.07246	39.4
5803	3.74518	-6.27673	5561	5.28771e-07	0.984211	397	397	-0.25201	2.60205	105.147
5804	3.71865	-8.79394	5231	1.60718e-09	0	0	0	0	0	0
5805	4.58486	-6.57169	38446	2.68111e-07	1	1503	1503	0.19198	0.642349	443.053
5806	4.33414	-6.69623	21584	2.01268e-07	0.994737	651	651	-0.167937	1.01506	176.132
5807	2.74813	-8.07024	559	8.50663e-09	0	0	0	0	0	0
5808	3.21387	-6.02314	1636	9.48117e-07	0.994737	149	149	-0.344117	-2.39621	38.5053
5809	5.11092	-6.86603	129097	1.36136e-07	0.994737	2604	2604	0.490916	3.82912	819.895
5810	4.89245	-6.40257	78063	3.9576e-07	1	3109	3109	0.502427	1.55071	981.289
5811	5.84599	-8.08858	701433	8.15487e-09	1	864	864	-1.003	-0.528152	185.2
5812	4.9936	-6.55351	98538	2.7957e-07	1	2073	2073	-0.765762	0.732548	477.616
5813	4.54831	-6.22149	35343	6.00493e-07	1	2847	2847	0.717836	1.50345	939.811
5814	2.44666	-6.25315	279	5.58274e-07	0.768421	6	6	-0.221474	-0.938183	1.57368
5815	2.90724	-7.02685	807	9.40054e-08	0.831579	13	13	-0.886859	-1.10728	2.76842
5816	5.90191	-8.77017	797834	1.69758e-09	0.989474	182	182	0.0804098	-0.331921	52.2947
5817	4.76571	-7.6031	58305	2.49403e-08	0.989474	211	211	-0.468103	-0.309286	52.7737
5818	2.54622	-7.41803	351	3.81922e-08	0.189474	1	1	-0.59155	-0.0965971	0.189474
5819	5.18113	-8.30224	151748	4.98611e-09	0.968421	137	137	-0.117738	1.68847	37.5158
5820	3.18857	-6.313	1543	4.86404e-07	0.984211	119	119	0.183005	-0.381719	35.0316
5821	2.3506	-6.103	224	7.88865e-07	0.831579	24	24	-0.796461	-0.62729	5.36842
5822	4.81586	-6.11586	65442	7.65844e-07	1	4450	4450	-0.652159	1.63404	1059.36
5823	2.20861	-8.74809	161	1.7861e-09	0	0	0	0	0	0
5824	2.36783	-6.3802	233	4.16676e-07	0.831579	19	19	1.54035	3.31929	7.53684
5825	3.16875	-7.0074	1474	9.83098e-08	0.910526	24	24	-0.685393	-2.22902	5.56316
5826	4.97488	-8.05721	94379	8.76573e-09	0.984211	217	217	1.10376	1.74257	77.4105
5827	3.71291	-6.42578	5163	3.75161e-07	0.984211	393	393	0.0340748	2.77743	111.679
5828	5.88762	-8.69944	771997	1.99783e-09	0.978947	132	132	-0.0667625	-0.259865	36.6053
5829	4.34851	-8.81048	22310	1.54712e-09	0.742105	5	5	2.01368	2.28237	2.33684
5830	4.12393	-6.27309	13302	5.33222e-07	1	985	985	0.321982	0.147525	298.984
5831	2.4499	-8.40877	281	3.90148e-09	0	0	0	0	0	0
5832	5.08618	-6.74835	121950	1.78504e-07	1	2415	2415	0.889414	1.35984	825.068
5833	4.88716	-7.1464	77118	7.13843e-08	1	695	695	0.319536	-0.334846	210.858
5834	2.25584	-8.32304	180	4.75286e-09	0	0	0	0	0	0
5835	3.03106	-8.3415	1074	4.55509e-09	0.1	1	1	-1.16439	-0.879302	0.1
5836	5.60132	-6.28661	399316	5.16882e-07	1	15640	15640	2.32621	3.57228	6851.62
5837	3.67655	-8.82326	4748	1.50224e-09	0.678947	3	3	0.886615	0.269521	1.12632
5838	2.48836	-7.0583	307	8.74383e-08	0.363158	3	3	-1.44071	-2.13527	0.389474
5839	5.50231	-6.32901	317915	4.68798e-07	1	11631	11631	-0.177939	2.77649	3139.44
5840	5.37437	-7.38933	236794	4.08011e-08	1	1047	1047	0.253765	0.207408	312.995
5841	3.35617	-8.85453	2270	1.39788e-09	0.336842	1	1	0.351953	0.720808	0.336842
5842	3.53854	-8.04648	3455	8.9851e-09	0.363158	3	3	-1.19135	-1.71291	0.468421
5843	4.18097	-6.66479	15169	2.16374e-07	1	533	533	0.819748	-0.574424	179.695
5844	3.22026	-6.17736	1660	6.64718e-07	0.978947	126	126	0.19387	0.713776	37.1842
5845	4.97538	-7.44394	94488	3.59798e-08	0.994737	889	889	0.443153	1.83587	277.1
5846	3.85346	-7.29111	7136	5.11551e-08	0.936842	39	39	1.23512	1.09651	14.4053
5847	5.89929	-8.76707	793024	1.70974e-09	0.984211	254	254	0.662088	1.93345	82.9842
5848	5.98135	-8.45044	957957	3.5445e-09	1	371	371	-0.46712	-1.75686	92.8684
5849	4.18612	-7.06485	15350	8.613e-08	0.994737	285	285	0.607211	-0.225781	92.0421
5850	5.35716	-7.78524	227592	1.63968e-08	1	564	564	1.10294	-0.405855	200.905
5851	2.83356	-8.39511	681	4.02614e-09	0	0	0	0	0	0
5852	2.11869	-6.73411	131	1.84456e-07	0.394737	1	1	0.722614	0.976063	0.394737
5853	3.30062	-6.91431	1998	1.21812e-07	0.936842	41	41	-0.115835	0.25165	11.2211
5854	5.71851	-8.66884	523012	2.14368e-09	0.994737	109	109	-0.163929	-3.31784	29.5
5855	3.25132	-8.41949	1783	3.80633e-09	0	0	0	0	0	0
5856	5.18049	-7.06126	151525	8.68443e-08	1	962	962	-0.300886	-0.0842406	251.679
5857	3.27732	-8.96312	1893	1.08864e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
5858	3.78242	-7.37147	6059	4.25143e-08	0.968421	42	42	0.663439	-1.50423	13.8053
5859	2.88902	-6.91829	774	1.207e-07	0.8	12	12	0.716848	0.943587	4.05789
5860	5.02085	-7.38419	104917	4.12869e-08	0.994737	799	799	-1.16459	0.868048	162.563
5861	2.28535	-7.74327	192	1.80604e-08	0.336842	2	2	0.457275	1.98499	0.673684
5862	3.54545	-6.44146	3511	3.61857e-07	0.994737	284	284	-0.279552	-0.668868	74.6789
5863	2.04443	-6.9039	110	1.24767e-07	0.568421	3	3	0.720378	1.39328	1.07368
5864	5.49916	-7.00848	315618	9.80656e-08	0.994737	3518	3518	0.12311	4.24301	1020.72
5865	4.93503	-7.71942	86104	1.90801e-08	0.994737	292	292	0.0218144	-0.447676	82.7368
5866	4.87042	-6.70443	74203	1.97503e-07	0.994737	1535	1535	-0.136215	2.58403	418.611
5867	4.31	-7.04973	20417	8.91809e-08	0.978947	208	208	-0.283974	0.810348	54.6211
5868	4.96708	-6.92161	92699	1.19781e-07	1	1262	1262	0.465607	0.502851	395.242
5869	4.91664	-7.88298	82535	1.30924e-08	0.984211	173	173	-0.686379	0.0283761	40.6895
5870	5.48894	-8.99281	308278	1.0167e-09	0.963158	22	22	-1.01853	-5.62793	4.55263
5871	4.22459	-7.16651	16772	6.81534e-08	0.984211	133	133	-0.195892	-0.328313	35.7105
5872	2.74267	-8.38428	552	4.12784e-09	0	0	0	0	0	0
5873	3.7894	-8.86663	6157	1.35946e-09	0.678947	3	3	-0.0443135	-0.428719	0.831579
5874	2.73307	-8.63407	540	2.32235e-09	0	0	0	0	0	0
5875	2.26614	-8.11009	184	7.76087e-09	0	0	0	0	0	0
5876	3.23358	-6.35192	1712	4.44709e-07	0.915789	50	50	-1.35368	-1.15732	9.35263
5877	5.64518	-7.76271	441752	1.72698e-08	1	581	581	-1.68109	-1.64648	97.9368
5878	4.74926	-7.6704	56137	2.13598e-08	0.989474	128	128	-0.886334	-2.07209	28.3316
5879	4.49652	-7.86125	31370	1.37641e-08	0.963158	46	46	-0.92871	-2.7881	9.96316
5880	2.05411	-7.10292	113	7.89006e-08	0.336842	2	2	0.457275	1.98499	0.673684
5881	5.86428	-7.32813	731612	4.69749e-08	1	2752	2752	-0.281586	1.21322	723.632
5882	2.9526	-8.06871	896	8.53678e-09	0.573684	2	2	0.238373	0.203733	0.621053
5883	4.54942	-8.44812	35434	3.56351e-09	0.921053	21	21	-0.324596	-2.33818	5.41579
5884	3.84232	-8.65773	6955	2.19921e-09	0.489474	3	3	-0.127432	0.737165	0.805263
5885	4.25978	-7.79655	18187	1.59753e-08	0.947368	62	62	0.760523	2.46323	20.7526
5886	3.43831	-8.69916	2743	1.99911e-09	0.336842	1	1	0.351953	0.720808	0.336842
5887	4.50947	-7.62427	32319	2.37534e-08	0.978947	103	103	1.84953	0.119684	42.0947
5888	2.92084	-8.43407	833	3.68073e-09	0.563158	2	2	0.172703	0.153075	0.605263
5889	4.03046	-6.0782	10726	8.35219e-07	1	1823	1823	1.33695	1.13911	677.695
